user_id,stance_label,full_text,retweet_count,favorite_count,moral
1.24e+18,1,"RT @SharnelleVella: NSW..

1533 new cases
175 linked 
1358 mystery
Four people have died 
(None vaccinated) 

26,517 cases/123 deaths since…",15,0,0.0
1.24e+18,1,"@HenryGrossek @berwicklodgeps We need to protect our unvaccinated under 12s from mass 🦠infection &amp; mandate that schools install ventilation, HEPA filtration &amp; C02 monitoring. If you haven’t already, checkout @ZEROcovid_edu @zerocovidaus @RealOzSAGE &amp; read the threads on #COVIDisAirborne.",2,4,0.0
1.24e+18,1,"RT @LaTrioli: There’s a “big wave coming” as Melbourne’s hospitals start to fill with “fit” tradies and pregnant mums, all unvaccinated. ⁦@…",229,0,0.0
1.24e+18,1,RT @ToshiAkima: Pay attention Australia. This figure of 70% vaxxed means 70% of the TOTAL population. We are planning to open up after vaxx…,10,0,0.0
1.24e+18,1,@ParentsVictoria Sounds good. What about covid safety education for primary schools to protect the unvaccinated under 12s? Secondary schools have been largely compliant &amp; wearing masks for months. Primary school staff &amp; communities are vulnerable due to the lack of understanding of airborne covid,0,0,1.0
1.24e+18,1,"@LesStonehouse @PRGuy17 @JohnOSullivan36 Was good not sure now🤔 Please see the list of childcare centre &amp; school closures. Click the link. Brace yourself,it’s confronting. Note that most schools in Vic do not have any C02 monitoring, HEPA or improved ventilation. We do have soaring rates of infection. Kids unvaccinated",1,4,0.0
1.24e+18,1,"RT @AnnaVidot: If you're not vaxxed yet, get on board!",1,0,0.0
1.24e+18,1,Great idea - an attendance amnesty. https://t.co/wR5aJSsldB,0,1,1.0
1.24e+18,1,@DrMukeshH Can you please help Victorian parents? Schools &amp; childcare centres are not safe - yet. We’ve got large covid outbreaks in schools &amp; childcare centres all over Melbourne &amp; Victoria. https://t.co/9FtCDk7evv,0,0,0.0
1.24e+18,1,"RT @WarblerGrey: But basically, with 1500-2000δ/day, putting unvaccinated humans in small rooms with uncertain air quality seems a really b…",15,0,0.0
1.24e+18,1,RT @bees_oz: @CrabbBrendan @franmurrell1 @3AWNeilMitchell @kate_cole_ @RealOzSAGE Months ago @VictorianCHO encouraged mask use for children…,4,0,0.0
1.24e+18,1,"@covidbaseau So let’s not stuff this up. Continue remote learning for primary schools in Term 4 to protect the unvaccinated under 12s &amp; have limited numbers on site in primary schools &amp; childcare for authorised workers, vulnerable, special needs only. Stop infections in these settings.",0,4,1.0
1.24e+18,1,"@DanielCrute @emmaandollie Do you realise children under 12 are unvaccinated? There’s a flaw in the National plan. If they slow down, it will give a chance for our children &amp; vulnerable to be vaccinated. It’s only a matter of a few short months/even weeks &amp; we can protect more Aussies &amp; leave no one behind",0,0,1.0
1.24e+18,1,RT @Nigey_nobody: @Thefinnigans The key is testing numbers are dropping because no-one knows if they have been to an infection site as they…,13,0,0.0
1.24e+18,1,@Rebecca13872341 @BurnetInstitute @VicGovDH @CrabbBrendan @PublicHealth @amapresident @amavictoria @LaTrioli @Raf_Epstein @MacintyreRaina @ProfPCDoherty @MarylouiseMcla1 @MStoove Yes please give us the infection rates predicted for the unvaccinated under 12 year old children. Transparency is needed.,2,10,0.0
1.24e+18,1,"RT @npeters92: @PMGPSC @Ashlee_Aldridge @CraigUnderhill ""Epidemiologists flown in to support Albury Wodonga Health are mapping out the Bord…",8,0,0.0
1.24e+18,1,"RT @lakitukl: @MarkMcGowanMP @DrEricDing @Sandyboots2020  - this is what Covid Zero looks like.

Western Australia.  A landmass four times…",3,0,0.0
1.24e+18,1,"RT @Mirella_PhD: 15 Oct 2021: VIC

Vax % - Last 24 Hrs 📊
-Cases NV: 67%
-Cases FV: 12%
-Hosp NV: 75%
-Hosp FV: 10%
-ICU NV: 87%
-ICU FV: 2%…",2,0,0.0
1.24e+18,1,"So does the Federal Government want to give us all covid for Christmas? Slow down. Children under 12,vulnerables &amp; indigenous are unvaccinated. If you infect our children you won’t win any elections!",2,5,1.0
1.24e+18,1,"RT @Entiiiity1: @DrEricLevi This is going to keep happening all across Melbourne with school return, for the unvaccinated kids it makes mor…",1,0,0.0
1.24e+18,1,"RT @Mirella_PhD: 27 Oct 2021: VIC 

Last 24 Hrs ⌛
-Local:1,534
-Deaths:+13=247
-Recov'd:2,085
-Active Cases:24,164
-Tests: 83,210

Trends 📋…",3,0,0.0
1.24e+18,1,RT @LaureenTracey1: @Em_speaking @drajm @VictorianCHO Totally agree with you. I wouldn’t be sending unvaccinated kids to school!,1,0,0.0
1.24e+18,1,"RT @yaneerbaryam: School year should be postponed to Oct. 1 - Public security Minister in Israel

""Children under the age of 12 and unvacci…",313,0,0.0
1.24e+18,1,RT @billbowtell: Time for NSW govt to face up to consequences of their reckless decision to let Covid Delta run in mostly unvaccinated NSW.…,567,0,1.0
1.24e+18,1,"RT @SParnis: Struggling with lockdown? Considering Vaccination? I urge you to reflect on current ICU #Covid19Aus cases. 
85 NSW, 8 Vic. Man…",460,0,0.0
1.24e+18,1,@smitchellmlc What is the KPI attached to opening schools? #COVIDisAirborne &amp; hand sanitizer &amp; masks will be insufficient. Ventilation is key. Sydney will be having thousands of cases per day by November &amp; children will still be largely unvaccinated.,1,4,0.0
1.24e+18,1,"RT @billbowtell: The 447 people in hospital &amp; 69 in ICU today deserve better than being called numbers that ""bounce around"". They are not b…",548,0,0.0
1.24e+18,1,RT @Entiiiity1: @DrDayaSharma Should at least be broken down to all under 12s to clearly see how many unvaccinated are getting Covid,1,0,0.0
1.24e+18,1,RT @bees_oz: @kazza264 @girl_lockdown The highest rate of infection is in the 0-9 age group. They are entirely unvaccinated. Followed by th…,2,0,0.0
1.24e+18,1,RT @bees_oz: @Orla_Hegarty @maslowsflawed @Lauren28516713 @taytay5576 @jwo30 @NeilMcMahon Thank you A/Prof Orla Hegarty. @VictorianCHO Can…,1,0,0.0
1.24e+18,1,"RT @dgurdasani1: It's amazing to me that despite very clear evidence of transmission from kids who have high contact (schools), &amp; are the l…",368,0,0.0
1.24e+18,1,"RT @Mirella_PhD: MAJOR NEWS: New Pfizer C19 Med 🩺

1) Reduction in Hospitalisation &amp; Death: 89% after 1 month

2) Hospitalisation Rate: &lt;1%…",3,0,0.0
1.24e+18,1,"RT @AV5978494248784: @SMpwrgr @drgregkelly Yep. Strewth. Israel highly vaccinated, no mask, no social distancing, so many infections &amp; deat…",1,0,1.0
1.24e+18,1,In the UK 👇🏻 https://t.co/MJANjWuPy5,0,1,0.0
1.24e+18,1,"RT @Mike_Honey_: Are we there yet?
Australian vaccination update for 7 November 2021:
National, vs All ages

24% remain unvaccinated.
🧵 htt…",2,0,0.0
1.24e+18,1,@simonahac https://t.co/9FtCDk7evv,0,0,0.0
1.24e+18,1,"RT @Darcy1968: Prof Roberts, media silence &amp; poor access to the data in Australia too. Unions silent esp. considering the members's labour…",4,0,0.0
1.24e+18,1,RT @bees_oz: @JuliaIrwinator @Entiiiity1 @VictorianCHO Definitely. I’ve already told my parents we’re keeping to ourselves for now for our…,3,0,0.0
1.24e+18,1,RT @YouAreLobbyLud: Those odds are still crap. We should be vaccinating AND eliminating this disease. We have been betrayed by a public hea…,27,0,1.0
1.24e+18,1,"RT @andnowsheisnot: @jaquix173 @AnnastaciaMP We’ve been wearing masks in Singapore for 18 months. We’re at 86% of total pop vaxxed, 18% boo…",10,0,0.0
7.8e+17,1,RT @DrEricDing: What does it say when @RoyalCaribbean asks unvaccinated guests to get travel insurance for Florida 🛳 cruises? It means they…,758,0,0.0
7.8e+17,1,"RT @MSignorile: ""A coronavirus outbreak hit a Florida government building. Two people are dead but a vaccinated employee wasn't infected.""…",83,0,1.0
7.8e+17,1,RT @BeachPretzel2: I love this!! Unvaccinated in Pakistan? You might lose your cellphone service: Pakistani authorities have decided to tak…,8,0,0.0
7.8e+17,1,"RT @kurteichenwald: It is only because our country teems with ignorant liars that, even vaccinated, I wear a mask shopping. Many unvaccinat…",1350,0,1.0
7.8e+17,1,RT @karissamod: And it’s FREE. No excuses.,3,0,0.0
7.8e+17,1,"RT @DrEricDing: ⚠️WEAR MASK EVEN IF VACCINATED—Top @WHO leader urges masks against #DeltaVariant even if 2-dose vaxxed. ""Vaccine alone won'…",8790,0,0.0
7.8e+17,1,RT @kavitapmd: Thanks to the #ACA people with private insurance have no cost sharing obligations for preventive care incl vaccines. The CAR…,9,0,1.0
7.8e+17,1,"RT @NanciAma: A pandemic of the unvaccinated is, in reality, a pandemic of the ignorant.
The unvaxxed must come to the realization that the…",38,0,0.0
7.8e+17,1,RT @LeilaCampagnuo1: Why are we on this list @GovRonDeSantis .. very troubling for all Floridians.,2,0,0.0
7.8e+17,1,"RT @RepAdamSchiff: Just 12 people are responsible for the majority of anti-vaccine disinformation on social media.

And 99% of all COVID de…",5489,0,0.0
7.8e+17,1,RT @WajahatAli: The variants are pummeling unvaccinated people. https://t.co/6adCRYOume,39,0,0.0
7.8e+17,1,RT @DrEricDing: Best video on why vaccine passports are needed. The burden should fall on the unvaccinated. Well said @IAmPoliticsGirl. #va…,4554,0,1.0
7.8e+17,1,RT @warrenleightTV: SVU will not hire unvaccinated actors or background actors. That’s our policy. If that helps you decide to get vaccinat…,2152,0,0.0
7.8e+17,1,"RT @eileenvan55: These conservatives sure love the fetus…
“If you’re preborn you’re ok, if you’re preschool you’re f’d”
#OVFAF #DemCast #De…",121,0,0.0
7.8e+17,1,RT @originalspin: It’s all been very discouraging but on the other hand: He’s freakin alive. If he and my mom  weren’t vaxxed I’m sure he w…,581,0,0.0
7.8e+17,1,RT @TheRealHoarse: What people say they’ll do and what they actually do are two different things.,109,0,0.0
7.8e+17,1,"RT @Supermansings: Night shift hospitalist in the ER this morning when I came in… 
“Man, I am SO tired of intubating unvaccinated patients.…",618,0,0.0
7.8e+17,1,"RT @jardingirl: I know I am exhausted and heartbroken everyday to read about all the preventable tragedies.

Are we ready now to mandate va…",2,0,1.0
7.8e+17,1,"RT @jameshamblin: If every vaccinated American could get *one* unvaccinated friend or family member to do their part, hospitalizations woul…",289,0,1.0
7.8e+17,1,"RT @aroseblush: 🦠🇺🇸  US COVID Stats for Unvaccinated Pandemic🇺🇸

* 75,639 New Cases &amp;  1,436 Deaths Today

* All the states reported their…",16,0,0.0
7.8e+17,1,RT @SOCALRE4U: Wtf is wrong with these people? Why don't they care about anyone but themselves.,3,0,0.0
1.23e+18,1,"“NOW IT’S TIME TO BLAME THE UNVACCINATED” AL Gov. Kay Ivey.  
GOP are beginning to rue the day they injected politics into the fight against COVID. After confusing &amp; convincing their constituents to avoid the vaccine, now they can’t change their minds. https://t.co/C4uBpwwACY 07",0,1,1.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 06",0,0,0.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5eYuu 04",0,0,1.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5wzm2 07",0,0,1.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDbFse",0,1,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 01",0,0,0.0
1.23e+18,1,"RED ALERT: THE ENTIRE MISSISSIPPI HOSPITAL SYSTEM IS ON THE VERGE OF COLLAPSE IN 7 DAYS UNLESS…
All adult &amp; pediatric hospitals are FULL w/ mostly unvaccinated COVID patients. If it fails, they won’t be able to take ANY NEW PATIENTS. 
#CovidIsReal https://t.co/yjwyTk9Aax 03",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 11",0,0,0.0
1.23e+18,1,"RED ALERT: THE ENTIRE MISSISSIPPI HOSPITAL SYSTEM IS ON THE VERGE OF COLLAPSE IN 7 DAYS UNLESS…
All adult &amp; pediatric hospitals are FULL w/ mostly unvaccinated COVID patients. If it fails, they won’t be able to take ANY NEW PATIENTS. 
#CovidIsReal https://t.co/yjwyTkrb25 07",0,0,0.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDbFse 04",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 20",0,0,0.0
1.23e+18,1,"“SCREW YOUR FREEDOM!” Arnold
Freedom doesn’t allow you to:
Drink &amp; drive
Smoke inside public places
Not wear seatbelts 
Ignore the speed limit 
Freedom to send your unvaccinated kid to school w/o a mask doesn’t take away my kid’s right to a safe school
https://t.co/QlMaf1J7f6",0,0,1.0
1.23e+18,1,"""THE LAND OF THE WALKING DEAD"" iS NOT A MOVIE I WANT TO SEE
Many unvaccinated people (especially in the South) who are walking around today will be dead in less than a month from COVID. 
#CovidIsReal https://t.co/PDjrTR8Go9 02",0,0,0.0
1.23e+18,1,"""THE LAND OF THE WALKING DEAD"" iS NOT A MOVIE I WANT TO SEE
Many unvaccinated people (especially in the South) who are walking around today will be dead in less than a month from COVID. 
#CovidIsReal https://t.co/PDjrTQR5wB 14",1,0,1.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDbFse 03",0,0,0.0
1.23e+18,1,"“NOW IT’S TIME TO BLAME THE UNVACCINATED” AL Gov. Kay Ivey.  
GOP are beginning to rue the day they injected politics into the fight against COVID. After confusing &amp; convincing their constituents to avoid the vaccine, now they can’t change their minds. https://t.co/C4uBpweZLq",0,0,1.0
1.23e+18,1,"“SCREW YOUR FREEDOM!” Arnold
Freedom doesn’t allow you to:
Drink &amp; drive
Smoke inside public places
Not wear seatbelts 
Ignore the speed limit 
Freedom to send your unvaccinated kid to school w/o a mask doesn’t take away my kid’s right to a safe school
https://t.co/QlMaf1J7f6 08",0,0,1.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 20",0,0,0.0
1.23e+18,1,Companies are starting to fire the unvaccinated https://t.co/OCtunErTnn,2,9,0.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5eYuu 10",0,2,1.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 09",0,0,0.0
1.23e+18,1,"""THE LAND OF THE WALKING DEAD"" iS NOT A MOVIE I WANT TO SEE
Many unvaccinated people (especially in the South) who are walking around today will be dead in less than a month from COVID. 
#CovidIsReal https://t.co/PDjrTR8Go9 10",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 15",0,0,0.0
1.23e+18,1,"""THE LAND OF THE WALKING DEAD"" iS NOT A MOVIE I WANT TO SEE
Many unvaccinated people (especially in the South) who are walking around today will be dead in less than a month from COVID. 
#CovidIsReal https://t.co/PDjrTQR5wB 13",0,0,1.0
1.23e+18,1,Companies are starting to fire the unvaccinated https://t.co/OCtunErTnn 07,2,2,0.0
1.23e+18,1,"RED ALERT: THE ENTIRE MISSISSIPPI HOSPITAL SYSTEM IS ON THE VERGE OF COLLAPSE IN 7 DAYS UNLESS…
All adult &amp; pediatric hospitals are FULL w/ mostly unvaccinated COVID patients. If it fails, they won’t be able to take ANY NEW PATIENTS. 
#CovidIsReal https://t.co/yjwyTk9Aax 01",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 10",1,0,0.0
1.23e+18,1,"THE UNVACCINATED
05 https://t.co/zQ5JADIVWq",0,0,0.0
1.23e+18,1,"""THE LAND OF THE WALKING DEAD"" iS NOT A MOVIE I WANT TO SEE
Many unvaccinated people (especially in the South) who are walking around today will be dead in less than a month from COVID. 
#CovidIsReal https://t.co/PDjrTQR5wB 16",0,0,1.0
1.23e+18,1,"“NOW IT’S TIME TO BLAME THE UNVACCINATED” AL Gov. Kay Ivey.  
GOP are beginning to rue the day they injected politics into the fight against COVID. After confusing &amp; convincing their constituents to avoid the vaccine, now they can’t change their minds. https://t.co/C4uBpweZLq 04",3,1,1.0
1.23e+18,1,"“SCREW YOUR FREEDOM!” Arnold
Freedom doesn’t allow you to:
Drink &amp; drive
Smoke inside public places
Not wear seatbelts 
Ignore the speed limit 
Freedom to send your unvaccinated kid to school w/o a mask doesn’t take away my kid’s right to a safe school
https://t.co/QlMaf1J7f6 03",0,0,1.0
1.23e+18,1,"RED ALERT: THE ENTIRE MISSISSIPPI HOSPITAL SYSTEM IS ON THE VERGE OF COLLAPSE IN 7 DAYS UNLESS…
All adult &amp; pediatric hospitals are FULL w/ mostly unvaccinated COVID patients. If it fails, they won’t be able to take ANY NEW PATIENTS. 
#CovidIsReal https://t.co/yjwyTkrb25 08",0,0,0.0
1.23e+18,1,"THE UNVACCINATED
03 https://t.co/cZgQfxIBAC",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu",0,0,0.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDbFse 02",0,1,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 11",0,0,0.0
1.23e+18,1,"“NOW IT’S TIME TO BLAME THE UNVACCINATED” AL Gov. Kay Ivey.  
GOP are beginning to rue the day they injected politics into the fight against COVID. After confusing &amp; convincing their constituents to avoid the vaccine, now they can’t change their minds. https://t.co/C4uBpweZLq",0,0,1.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5wzm2 02",0,0,1.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDtgjM",1,1,0.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5eYuu 04",0,0,1.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5eYuu",1,2,1.0
1.23e+18,1,Companies are starting to fire the unvaccinated https://t.co/OCtunErTnn 07,0,0,0.0
1.23e+18,1,"“NOW IT’S TIME TO BLAME THE UNVACCINATED” AL Gov. Kay Ivey.  
GOP are beginning to rue the day they injected politics into the fight against COVID. After confusing &amp; convincing their constituents to avoid the vaccine, now they can’t change their minds. https://t.co/C4uBpweZLq 10",0,0,1.0
1.23e+18,1,"“SCREW YOUR FREEDOM!” Arnold
Freedom doesn’t allow you to:
Drink &amp; drive
Smoke inside public places
Not wear seatbelts 
Ignore the speed limit 
Freedom to send your unvaccinated kid to school w/o a mask doesn’t take away my kid’s right to a safe school
https://t.co/QlMaf1J7f6 01",10,14,1.0
1.23e+18,1,"RED ALERT: THE ENTIRE MISSISSIPPI HOSPITAL SYSTEM IS ON THE VERGE OF COLLAPSE IN 7 DAYS UNLESS…
All adult &amp; pediatric hospitals are FULL w/ mostly unvaccinated COVID patients. If it fails, they won’t be able to take ANY NEW PATIENTS. 
#CovidIsReal https://t.co/yjwyTk9Aax 20",1,1,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 04",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 11",2,2,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 02",0,0,0.0
1.23e+18,1,"RED ALERT: THE ENTIRE MISSISSIPPI HOSPITAL SYSTEM IS ON THE VERGE OF COLLAPSE IN 7 DAYS UNLESS…
All adult &amp; pediatric hospitals are FULL w/ mostly unvaccinated COVID patients. If it fails, they won’t be able to take ANY NEW PATIENTS. 
#CovidIsReal https://t.co/yjwyTk9Aax 02",1,2,0.0
1.23e+18,1,"“SCREW YOUR FREEDOM!” Arnold
Freedom doesn’t allow you to:
Drink &amp; drive
Smoke inside public places
Not wear seatbelts 
Ignore the speed limit 
Freedom to send your unvaccinated kid to school w/o a mask doesn’t take away my kid’s right to a safe school
https://t.co/QlMaf1J7f6",0,0,1.0
1.23e+18,1,Companies are starting to fire the unvaccinated https://t.co/OCtunErTnn 07,0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 10",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG4l4N2 18",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 06",0,0,0.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDbFse 03",0,0,0.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDbFse 02",1,0,0.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5eYuu 05",0,0,1.0
1.23e+18,1,"RED ALERT: THE ENTIRE MISSISSIPPI HOSPITAL SYSTEM IS ON THE VERGE OF COLLAPSE IN 7 DAYS UNLESS…
All adult &amp; pediatric hospitals are FULL w/ mostly unvaccinated COVID patients. If it fails, they won’t be able to take ANY NEW PATIENTS. 
#CovidIsReal https://t.co/yjwyTk9Aax 24",0,0,0.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5eYuu 08",0,2,1.0
1.23e+18,1,"Republicans are realizing that 100,000 dead unvaccinated Republicans won’t be able to vote in the midterms. And their families will hold them accountable. https://t.co/SrrFE5eYuu 08",0,1,1.0
1.23e+18,1,Companies are starting to fire the unvaccinated https://t.co/OCtunErTnn 03,0,0,0.0
1.23e+18,1,"“SCREW YOUR FREEDOM!” Arnold
Freedom doesn’t allow you to:
Drink &amp; drive
Smoke inside public places
Not wear seatbelts 
Ignore the speed limit 
Freedom to send your unvaccinated kid to school w/o a mask doesn’t take away my kid’s right to a safe school
https://t.co/QlMaf1J7f6 07",0,0,1.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 28",0,0,0.0
1.23e+18,1,"Pandemic of the UNVACCINATED 
https://t.co/IPgmdDbFse 04",0,0,0.0
1.23e+18,1,"THE VIRAL LOAD FROM THE DELTA VARIANT IS 1200 TIMES THAT OF COVID19
Due to the high number of unvaccinated people, COVID will continue to mutate. So, what may follow the Delta Variant could be far worse &amp; immune to the current vaccines.
#DeltaVariant https://t.co/8GriG43tVu 10",4,6,0.0
